,T,Age,AgeTag,Sex,yo1,yo1CF,y1,y1CF,yo2,yo2CF,y2,y2CF,yo3,yo3CF,y3,y3CF
427,-1.0,0.56,1.0,-1.0,-5.0,-125.0,-3.1119600122433235,-119.18633737196986,-128.0,-58.0,-124.01468583811001,-54.00887328650041,-128.0,48.400000000000006,-125.91384456609107,44.76336997550968
273,-1.0,0.8400000000000001,1.0,-1.0,-5.0,-125.0,2.7352411103864958,-122.71826457536851,-142.0,-72.0,-144.88993585607506,-70.47381871581115,-142.0,87.60000000000002,-144.60964803832354,92.56162492047923
400,-1.0,0.88,1.0,-1.0,-5.0,-125.0,-4.28195589936168,-121.63983986077338,-144.0,-74.0,-150.34789195554325,-73.57439519908222,-144.0,93.19999999999999,-143.59973430318024,82.16984076277011
360,-1.0,0.76,1.0,-1.0,-5.0,-125.0,-16.91601590483586,-129.91936877033615,-138.0,-68.0,-141.06114528210713,-63.925549033381124,-138.0,76.4,-134.2835693090808,70.03380313958931
103,-1.0,0.56,1.0,1.0,-65.0,195.0,-65.58276561473049,188.42733227862158,108.4,178.4,112.65184447660705,172.51437429232902,2.0,178.4,8.289796224426311,179.16598097540418
279,-1.0,0.8200000000000001,1.0,-1.0,-5.0,-125.0,-12.88825880834152,-118.98540871361546,-141.0,-71.0,-136.15482595409645,-70.76741173255277,-141.0,84.80000000000001,-139.1159844802363,82.89395193345548
4,1.0,0.66,1.0,1.0,195.0,-65.0,196.7186364665926,-62.994300096014385,192.39999999999998,122.4,187.10996132432544,130.30187679625448,192.39999999999998,-3.0,196.38487967908927,-2.8409900171745277
454,-1.0,0.76,1.0,-1.0,-5.0,-125.0,-4.23064876652783,-129.0449223159971,-138.0,-68.0,-145.79797573546315,-61.045316455385844,-138.0,76.4,-132.50143890911437,85.71541316699167
255,-1.0,0.66,1.0,-1.0,-5.0,-125.0,-12.819422764384882,-129.4946636372188,-133.0,-63.0,-131.3707153096906,-64.95528475189568,-133.0,62.400000000000006,-144.52031806796074,57.45896570670563
109,-1.0,0.9199999999999999,1.0,1.0,-65.0,195.0,-64.42137038521602,188.6287972896558,158.8,228.8,158.0424898940682,223.7044735125301,-15.999999999999986,228.8,-15.740195923291603,225.96779792824978
150,-1.0,0.52,1.0,1.0,-65.0,195.0,-62.47099007363833,197.1231014545705,102.80000000000001,172.8,106.59144633617143,171.94356751064456,4.000000000000007,172.8,-1.9883215277128405,169.18031995948624
139,-1.0,0.96,1.0,1.0,-65.0,195.0,-58.07497475907037,196.7955852773349,164.39999999999998,234.39999999999998,163.30440518338813,238.86520328221775,-18.000000000000014,234.39999999999998,-18.716282341922593,240.38863957202534
