,T,Age,AgeTag,Sex,yo1,yo1CF,y1,y1CF,yo2,yo2CF,y2,y2CF,yo3,yo3CF,y3,y3CF
36,1.0,-0.92,-1.0,1.0,115.0,-105.0,112.04000977878268,-108.23778908581438,-108.80000000000001,-138.8,-104.26012960390284,-140.96710391769432,-108.80000000000001,36.00000000000001,-110.88437119769674,30.903046825276032
33,-1.0,0.48,1.0,1.0,-105.0,115.0,-106.87936058822085,116.28671385018562,57.2,87.19999999999999,53.46122597424228,90.74860885775998,-34.0,87.19999999999999,-35.64287039813207,82.66581520900327
373,-1.0,0.04,1.0,-1.0,75.0,-85.0,74.05224374982676,-84.64470021295446,-22.0,8.0,-25.3462154729318,11.366214256431704,-22.0,15.600000000000001,-23.603357839849686,12.00104745456074
400,1.0,-0.88,-1.0,-1.0,-85.0,75.0,-82.99386999840448,87.19132092468669,53.99999999999999,23.999999999999993,44.55407342981044,22.917290783433284,-113.19999999999999,23.999999999999993,-105.02480488234885,31.82959823307572
469,-1.0,0.48,1.0,-1.0,75.0,-85.0,73.32400245255097,-83.80752788413116,-44.0,-14.000000000000004,-48.90236126615439,-14.328907167242132,-44.0,77.2,-42.046240034380006,80.65539617296783
224,1.0,-0.72,-1.0,-1.0,-85.0,75.0,-82.15769442661201,87.09771493929179,45.99999999999999,15.999999999999993,55.45083180675246,20.594330246271745,-90.79999999999998,15.999999999999993,-93.52610599017319,18.34404194997128
411,-1.0,0.4,1.0,-1.0,75.0,-85.0,71.55494967309116,-90.12593736239508,-40.0,-10.0,-44.278339629275216,-13.119902170573633,-40.0,66.0,-47.42707208855425,67.57139572080258
317,-1.0,0.08,1.0,-1.0,75.0,-85.0,74.89148237226897,-78.29597200364387,-24.0,5.999999999999999,-26.945131966241057,0.4357249501898224,-24.0,21.2,-27.860403148620854,17.704838831896147
343,-1.0,0.16,1.0,-1.0,75.0,-85.0,78.08554668558666,-94.59587961131533,-28.0,1.9999999999999982,-18.485137972685834,-3.190933251590735,-28.0,32.4,-30.096984368163188,30.716506131433228
456,-1.0,0.04,1.0,-1.0,75.0,-85.0,75.43062812438217,-79.54910836600646,-22.0,8.0,-15.629814461089662,13.93550461285832,-22.0,15.600000000000001,-23.796657961245373,19.5512652192344
233,-1.0,0.4,1.0,1.0,-105.0,115.0,-109.03186512767383,112.24382277671332,46.0,76.0,48.15415123867009,77.17593092123063,-30.0,76.0,-35.38900382639053,81.57481375524618
139,1.0,-0.84,-1.0,1.0,115.0,-105.0,114.81546838678305,-103.30025825965478,-97.6,-127.6,-102.3999564842759,-127.42042368486315,-97.6,32.0,-92.71374976897766,32.216518119596365
143,1.0,-0.52,-1.0,1.0,115.0,-105.0,118.08299236677203,-103.96569579652959,-52.8,-82.80000000000001,-56.852147057735266,-91.6166106185444,-52.8,15.999999999999993,-50.938040007499616,9.66537832839517
18,-1.0,0.6,1.0,1.0,-105.0,115.0,-102.71352253303334,112.28206972709725,74.0,104.0,64.28337557526145,99.25687042839469,-40.0,104.0,-45.81653881796548,106.13428740780218
417,1.0,-0.12,-1.0,-1.0,-85.0,75.0,-80.24730680951603,74.3933605937445,16.0,-13.999999999999998,17.550715726668162,-6.511970331759906,-6.8,-13.999999999999998,6.2529575575313965,-8.150436300040123
451,-1.0,0.16,1.0,-1.0,75.0,-85.0,79.30294567717267,-79.57872239254742,-28.0,1.9999999999999982,-34.48871012449538,-0.9676460230094759,-28.0,32.4,-27.78784055053691,28.37976819903428
432,1.0,-0.68,-1.0,-1.0,-85.0,75.0,-84.070823395269,68.50152821255813,44.00000000000001,14.000000000000007,44.331390268915484,5.09043737064823,-85.20000000000002,14.000000000000007,-87.71666427076602,13.952717470987267
489,-1.0,0.56,1.0,-1.0,75.0,-85.0,73.68468372834863,-84.03176866128275,-48.0,-18.0,-41.6006983457774,-13.31380568484622,-48.0,88.4,-47.67484523054475,89.21851004669995
288,1.0,-0.28,-1.0,-1.0,-85.0,75.0,-78.54967857629555,73.66451865090407,24.0,-6.0,24.638566426587992,-1.0802155210198858,-29.200000000000003,-6.0,-25.12537574631473,-13.852976286426461
129,1.0,-0.48,-1.0,1.0,115.0,-105.0,110.8513405069196,-111.7498299009622,-47.2,-77.2,-48.964558653832725,-73.90801609987741,-47.2,14.000000000000004,-45.85052188565448,12.460303829888787
496,1.0,-0.2,-1.0,-1.0,-85.0,75.0,-84.44163643217186,73.64229511591289,20.0,-10.0,27.440438729795325,-6.5314446104197295,-18.0,-10.0,-20.84677112188555,-5.39656391278171
